price,depreciation,mileage,brand,carage,Cluster
152888.0,19290.0,108000.0,porsche,12.0,2
155000.0,27810.0,160000.0,bmw,6.0,3
73500.0,11570.0,48653.0,mazda,4.0,2
46800.0,12110.0,104000.0,hyundai,6.0,0
61800.0,12960.0,71000.0,honda,5.0,0
75800.0,13750.0,68000.0,volkswagen,5.0,1
135800.0,14550.0,29000.000000000007,toyota,1.0,1
47800.0,11590.0,88700.0,nissan,6.0,2
25800.0,11840.0,93000.0,kia,8.0,0
144800.0,14470.0,89500.0,bmw,9.0,3
91800.0,22400.0,125000.0,mercedes-benz,7.0,2
166666.0,21570.0,43000.0,audi,3.0,3
26800.0,13040.0,100800.0,honda,8.0,0
137800.0,18750.0,54701.0,mercedes-benz,3.0,2
33800.0,11510.0,115000.0,nissan,7.0,2
141800.0,15430.0,12100.0,kia,1.0,0
76000.0,17490.0,0.0,volkswagen,14.0,1
18800.0,11310.0,79459.0,audi,9.0,3
123800.0,17050.0,48000.0,honda,3.0,0
63888.0,16380.0,95531.0,toyota,7.0,1
21800.0,10280.0,105000.0,peugeot,8.0,2
59200.0,13620.0,0.0,toyota,15.0,1
65000.0,12170.0,144000.0,mini,14.0,2
22800.0,12420.0,93000.0,honda,8.0,0
107800.0,22330.0,69295.0,lexus,6.0,2
18800.0,13520.0,90000.0,mitsubishi,9.0,2
165800.0,18910.0,36200.0,toyota,2.0,1
82800.0,14020.0,81400.0,hyundai,4.0,0
72800.0,19550.0,95000.0,bmw,7.0,3
68800.0,13750.0,61000.0,toyota,9.0,1
41800.0,18190.0,64000.0,mercedes-benz,8.0,2
44444.0,10400.0,0.0,ford,6.0,0
44800.0,11250.0,0.0,honda,6.0,0
52800.0,12990.0,85000.0,kia,6.0,0
129800.0,12970.0,65000.0,toyota,9.0,1
34900.0,12810.0,106670.0,honda,8.0,0
44800.0,10120.0,0.0,mercedes-benz,15.0,2
64800.0,13420.0,76000.0,audi,15.0,3
98800.0,12950.0,33872.0,mazda,2.0,2
36800.0,10480.0,0.0,mercedes-benz,15.0,2
138800.0,13870.0,113000.0,mercedes-benz,9.0,2
16800.0,11790.0,165581.0,mini,13.0,2
68800.0,10810.0,74000.0,mercedes-benz,13.0,2
127800.0,18350.0,75188.0,mercedes-benz,4.0,2
158800.0,20920.0,95000.0,lexus,3.0,2
185000.0,20590.0,20400.0,polestar,1.0,2
49800.0,11800.0,98000.0,hyundai,6.0,0
83800.0,14800.0,78000.0,kia,5.0,0
64888.0,17030.0,108000.0,mercedes-benz,7.0,2
49800.0,15170.0,8663.0,honda,7.0,0
133888.0,22610.0,81000.0,mercedes-benz,5.0,2
16888.0,12840.0,98000.0,volkswagen,9.0,1
36800.0,11110.0,117000.0,mazda,7.0,2
74300.0,12970.0,71000.0,honda,4.0,0
178888.0,17880.0,148000.0,bmw,9.0,3
66388.0,20190.0,59000.0,mercedes-benz,7.0,2
182800.0,20630.0,35499.99999999999,toyota,1.0,1
87600.0,15890.0,80000.0,mini,5.0,2
188800.0,22470.0,72000.0,volkswagen,4.0,1
62800.0,17270.0,125000.0,mercedes-benz,7.0,2
38800.0,11390.0,100000.0,subaru,7.0,1
39888.0,18960.0,152000.0,mercedes-benz,9.0,2
78888.0,26250.0,0.0,honda,17.0,0
104800.0,18280.0,45000.0,mercedes-benz,5.0,2
55800.0,11020.0,52500.0,kia,5.0,0
69900.0,18410.0,0.0,honda,7.0,0
75500.0,18090.0,0.0,toyota,6.0,1
51500.0,16180.0,99600.0,honda,7.0,0
52888.0,13280.0,172000.0,subaru,16.0,1
42800.0,9980.0,188492.0,toyota,15.0,1
87000.0,12730.0,20497.000000000007,toyota,3.0,1
29888.0,11570.0,126000.0,honda,8.0,0
43888.0,13120.0,159000.0,toyota,16.0,1
16388.0,9410.0,148333.0,volkswagen,13.0,1
45800.0,13200.0,107000.0,mazda,7.0,2
54800.0,17270.0,0.0,mercedes-benz,7.0,2
150800.0,22910.0,98000.0,mercedes-benz,5.0,2
132888.0,13280.0,118000.0,mercedes-benz,10.0,2
38800.0,11210.0,79800.0,volkswagen,7.0,1
205800.0,23400.0,28339.0,bmw,2.0,3
69800.0,17380.0,103000.0,toyota,7.0,1
49800.0,15680.0,104187.0,audi,16.0,3
39800.0,11680.0,97000.0,mazda,8.0,2
59900.0,12440.0,68308.0,kia,5.0,0
130800.0,21550.0,52000.0,mercedes-benz,5.0,2
148999.0,19670.0,52000.0,polestar,2.0,2
55900.0,13050.0,150000.0,bmw,7.0,3
43888.0,10690.0,0.0,mitsubishi,6.0,2
86800.0,18650.0,74400.0,lexus,6.0,2
80000.0,11010.0,102417.0,mini,12.0,2
253888.0,25370.0,99000.0,bmw,9.0,3
52000.0,11750.0,10000.0,suzuki,15.0,1
182000.0,23050.0,57000.0,bmw,3.0,3
59500.0,17640.0,0.0,toyota,7.0,1
89000.0,17630.0,71000.0,toyota,5.0,1
37800.0,12300.0,0.0,honda,7.0,0
117000.0,15930.0,39000.0,bmw,4.0,3
161800.0,18580.0,59900.0,toyota,2.0,1
18800.0,11600.0,0.0,nissan,9.0,2
108800.0,20080.0,0.0,mercedes-benz,5.0,2
169800.0,21450.0,45000.0,toyota,2.0,1
41500.0,15970.0,116000.0,audi,8.0,3
95888.0,13760.0,37000.00000000001,honda,3.0,0
52800.0,15220.0,0.0,toyota,7.0,1
58500.0,11860.0,0.0,bmw,14.0,3
81800.0,20720.0,101203.0,seat,7.0,1
80800.0,16270.0,109592.0,mercedes-benz,6.0,2
182288.0,20030.0,24500.0,bmw,2.0,3
20888.0,10700.0,110600.0,mitsubishi,8.0,2
43000.0,11300.0,91800.0,mazda,6.0,2
54800.0,15320.0,116664.0,mercedes-benz,7.0,2
69500.0,13920.0,76042.0,honda,5.0,0
51800.0,12330.0,155000.0,subaru,6.0,1
30800.0,9100.0,122573.0,citroen,7.0,3
45888.0,12110.0,105000.0,mazda,7.0,2
89800.0,23430.0,71831.0,bmw,7.0,3
152388.0,24140.0,95651.0,mercedes-benz,5.0,2
108800.0,12300.0,66429.0,mini,11.0,2
68800.0,11130.0,167388.0,mercedes-benz,12.0,2
108388.0,15840.0,59000.0,bmw,4.0,3
17888.0,7960.0,110000.0,peugeot,8.0,2
93800.0,14980.0,88831.0,bmw,5.0,3
59800.0,10400.0,140395.0,honda,14.0,0
80800.0,15980.0,38000.0,volkswagen,5.0,1
65888.0,18430.0,87800.0,mini,7.0,2
46500.0,11260.0,114940.0,kia,6.0,0
26800.0,12590.0,103000.0,honda,8.0,0
110800.0,13990.0,55000.0,hyundai,2.0,0
50800.0,8810.0,0.0,volkswagen,14.0,1
138800.0,14920.0,24000.0,honda,1.0,0
44800.0,10710.0,0.0,mercedes-benz,15.0,2
39900.0,11610.0,104500.0,mazda,7.0,2
38800.0,10550.0,140000.0,honda,16.0,0
66000.0,13560.0,94541.0,honda,5.0,0
97800.0,11380.0,0.0,bmw,11.0,3
44800.0,14630.0,101357.0,audi,8.0,3
71500.0,17620.0,131029.0,toyota,7.0,1
55000.0,9410.0,137000.0,mercedes-benz,14.0,2
128800.0,19730.0,84240.0,nissan,4.0,2
49588.0,11960.0,79000.0,nissan,6.0,2
55800.0,20640.0,0.0,volkswagen,8.0,1
29800.0,12730.0,114128.0,audi,8.0,3
69999.0,13140.0,55216.0,honda,5.0,0
39399.0,13500.0,85390.0,honda,7.0,0
114800.0,19940.0,77000.0,toyota,5.0,1
65800.0,16140.0,134000.0,volkswagen,7.0,1
199800.0,19970.0,60000.0,mercedes-benz,9.0,2
98800.0,20230.0,106000.0,audi,6.0,3
122800.0,19150.0,69000.0,toyota,4.0,1
153800.0,17800.0,55652.0,toyota,2.0,1
149800.0,14580.0,80.0,honda,0.0,0
163588.0,25950.0,52000.0,toyota,5.0,1
83999.0,16680.0,91000.0,nissan,5.0,2
53588.0,11590.0,51000.0,mazda,6.0,2
39888.0,10150.0,188596.0,toyota,16.0,1
95000.0,16410.0,82214.0,bmw,5.0,3
60800.0,10250.0,139000.0,mercedes-benz,14.0,2
53800.0,12430.0,90000.0,mazda,6.0,2
131800.0,20960.0,97000.0,mercedes-benz,5.0,2
189800.0,18380.0,50.0,toyota,0.0,1
115800.0,22100.0,92000.0,mercedes-benz,6.0,2
27300.0,11350.0,162000.0,kia,8.0,0
269800.0,25230.0,80.0,toyota,0.0,1
69500.0,11940.0,152000.0,mercedes-benz,14.0,2
78800.0,14320.0,45000.0,toyota,5.0,1
72399.0,9970.0,92000.0,honda,12.0,0
73888.0,17060.0,74000.0,toyota,7.0,1
74800.0,14940.0,63000.0,toyota,5.0,1
63800.0,14220.0,28000.0,toyota,6.0,1
45800.0,9050.0,0.0,toyota,15.0,1
76800.0,16920.0,98000.0,mercedes-benz,6.0,2
60800.0,10800.0,64000.0,hyundai,5.0,0
48000.0,12930.0,99500.0,ford,7.0,0
46800.0,11940.0,84000.0,subaru,6.0,1
109800.0,23710.0,51404.0,mercedes-benz,6.0,2
45000.0,26120.0,170741.0,toyota,9.0,1
48800.0,10530.0,127000.0,subaru,15.0,1
65800.0,14280.0,97000.0,audi,6.0,3
21800.0,11700.0,124000.0,mitsubishi,8.0,2
118000.0,24640.0,50500.0,lexus,6.0,2
134800.0,13470.0,148500.0,mercedes-benz,10.0,2
144588.0,19930.0,40000.0,jaguar,3.0,0
138000.0,16510.0,125000.0,toyota,2.0,1
46998.0,7919.999999999999,168000.0,volvo,14.0,1
110888.0,22080.0,88000.0,mercedes-benz,5.0,2
220800.0,25090.0,49000.0,lexus,2.0,2
84800.0,15600.0,100000.0,audi,5.0,3
23800.0,14600.0,130858.0,mercedes-benz,13.0,2
41000.0,12700.0,110000.0,honda,7.0,0
30800.0,11400.0,0.0,mitsubishi,8.0,2
215800.0,24770.0,31000.0,toyota,2.0,1
45800.0,14150.0,91440.0,toyota,7.0,1
60800.0,14720.0,0.0,bmw,7.0,3
52800.0,13270.0,102800.0,toyota,6.0,1
82888.0,17130.0,110000.0,mercedes-benz,6.0,2
93000.0,13410.0,72787.0,volkswagen,4.0,1
22800.0,10040.0,132761.0,nissan,8.0,2
152888.0,27360.0,114000.0,mercedes-benz,7.0,2
54800.0,13810.0,135000.0,bmw,16.0,3
163888.0,22470.0,79800.0,mercedes-benz,3.0,2
190800.0,23650.0,0.0,toyota,3.0,1
52800.0,12920.0,149000.0,renault,6.0,1
111800.0,17810.0,64036.0,mercedes-benz,4.0,2
87900.0,13200.0,0.0,honda,3.0,0
19800.0,13460.0,96000.0,nissan,9.0,2
90888.0,19670.0,0.0,mercedes-benz,7.0,2
43800.0,13320.0,70875.0,mazda,7.0,2
44800.0,12900.0,144519.0,kia,7.0,0
37800.0,8700.0,139000.0,mercedes-benz,15.0,2
64000.0,19460.0,140000.0,mercedes-benz,8.0,2
94800.0,14240.0,84000.0,mazda,4.0,2
63800.0,13790.0,115496.0,mazda,6.0,2
110000.0,19080.0,87000.0,bmw,14.0,3
89800.0,19170.0,96660.0,toyota,6.0,1
34800.0,12530.0,97831.0,volkswagen,7.0,1
171800.0,20850.0,23000.0,volvo,2.0,1
124000.0,17070.0,98195.0,bmw,4.0,3
89800.0,12090.0,152000.0,mercedes-benz,11.0,2
61500.0,11690.0,182000.0,bmw,14.0,3
54800.0,11280.0,55238.0,honda,5.0,0
18990.0,11230.0,150000.0,honda,13.0,0
23800.0,10570.0,0.0,citroen,8.0,3
26800.0,13700.0,97000.0,toyota,8.0,1
184688.0,19590.0,0.0,mercedes-benz,1.0,2
22000.0,12870.0,73279.0,volkswagen,9.0,1
189800.0,17700.0,80.0,honda,0.0,0
91800.0,13030.0,23751.0,honda,3.0,0
19800.0,12800.0,86975.0,mazda,9.0,2
68800.0,14720.0,86000.0,mercedes-benz,6.0,2
48800.0,14310.0,65188.0,honda,7.0,0
55800.0,12240.0,0.0,nissan,6.0,2
103900.0,18440.0,63000.0,bmw,6.0,3
24800.0,8440.0,0.0,mitsubishi,17.0,2
119800.0,15250.0,75960.0,bmw,3.0,3
26100.0,12480.0,0.0,audi,9.0,3
269800.0,24590.0,80.0,toyota,0.0,1
77800.0,14400.0,47122.0,toyota,5.0,1
85800.0,19600.0,59841.0,mercedes-benz,6.0,2
65800.0,17920.0,0.0,toyota,7.0,1
131800.0,17490.0,39832.0,bmw,3.0,3
103800.0,17490.0,75000.0,mercedes-benz,5.0,2
112800.0,14630.0,49000.0,citroen,3.0,3
189800.0,18580.0,50.0,honda,0.0,0
138000.0,24890.0,25000.000000000007,bmw,5.0,3
174888.0,17480.0,120000.0,porsche,9.0,2
153800.0,20680.0,42000.0,mini,4.0,2
33000.0,12690.0,172400.0,toyota,8.0,1
113000.0,23120.0,100000.0,bmw,7.0,3
78800.0,11810.0,20794.0,mitsubishi,3.0,2
42800.0,13750.0,86000.0,toyota,7.0,1
241800.0,24810.0,29879.0,bmw,1.0,3
151800.0,20550.0,67380.0,mercedes-benz,4.0,2
30988.0,12210.0,0.0,volvo,8.0,1
22000.0,12410.0,128680.0,honda,9.0,0
42000.0,10270.0,0.0,bmw,16.0,3
125800.0,17670.0,80350.0,toyota,4.0,1
105800.0,19810.0,0.0,lexus,5.0,2
31800.0,7429.999999999999,180000.0,chevrolet,15.0,3
172800.0,18690.0,63861.0,bmw,2.0,3
49800.0,16770.0,68000.0,toyota,8.0,1
79800.0,22670.0,90000.0,bmw,8.0,3
129800.0,12970.0,73000.0,toyota,9.0,1
192000.0,19190.0,78000.0,porsche,9.0,2
25300.0,9890.0,82000.0,kia,8.0,0
159800.0,29880.0,80000.0,mercedes-benz,6.0,2
192088.0,19200.0,83000.0,porsche,9.0,2
151000.0,19970.0,56700.0,mercedes-benz,3.0,2
66088.0,13810.0,77000.0,mercedes-benz,10.0,2
23000.0,13930.0,68000.0,alfa,9.0,3
82000.0,13260.0,159300.0,mercedes-benz,13.0,2
34000.0,16920.0,99300.0,audi,9.0,3
125000.0,17320.0,51397.0,bmw,4.0,3
34400.0,9960.0,81000.0,chevrolet,7.0,3
77000.0,23020.0,0.0,honda,16.0,0
81888.0,13900.0,58000.0,volkswagen,4.0,1
106800.0,14020.0,56000.0,citroen,3.0,3
88800.0,12810.0,116000.0,bmw,13.0,3
22000.0,12550.0,116350.0,honda,8.0,0
72800.0,14520.0,167223.0,audi,15.0,3
136088.0,16660.0,101000.0,bmw,11.0,3
73000.0,10050.0,120000.0,mini,12.0,2
183000.0,23940.0,21900.0,mercedes-benz,3.0,2
185000.0,21520.0,8020.0,audi,2.0,3
65800.0,12640.0,0.0,mercedes-benz,14.0,2
218800.0,23280.0,14500.0,mercedes-benz,1.0,2
101888.0,19440.0,56000.0,skoda,5.0,1
206800.0,25840.0,36800.0,bmw,3.0,3
49800.0,12840.0,98000.0,infiniti,7.0,0
89555.0,14730.0,72555.0,bmw,5.0,3
67800.0,11140.0,145000.0,bmw,14.0,3
69800.0,13950.0,89000.0,mercedes-benz,9.0,2
34500.0,16720.0,97300.0,audi,8.0,3
29500.0,11910.0,89000.0,honda,8.0,0
29888.0,11190.0,88523.0,mazda,8.0,2
56388.0,15570.0,67300.0,toyota,7.0,1
59008.0,11250.0,96000.0,bmw,14.0,3
108500.0,15590.0,51500.0,skoda,3.0,1
103000.0,18980.0,50000.0,porsche,14.0,2
40800.0,13930.0,99100.0,toyota,7.0,1
112088.0,11200.0,95000.0,mercedes-benz,9.0,2
128000.0,12790.0,93000.0,mercedes-benz,10.0,2
52800.0,12670.0,87080.0,mazda,6.0,2
39800.0,11560.0,73730.0,kia,7.0,0
49800.0,9480.0,153650.0,kia,14.0,0
127800.0,17390.0,0.0,bmw,12.0,3
133800.0,16690.0,89000.0,bmw,12.0,3
162000.0,22050.0,140000.0,mercedes-benz,11.0,2
95800.0,13990.0,175875.0,bmw,12.0,3
56000.0,13000.0,129500.0,honda,6.0,0
51800.0,12820.0,145000.0,subaru,16.0,1
29800.0,12720.0,179000.0,mercedes-benz,17.0,2
188000.0,22970.0,48000.0,maserati,11.0,2
31200.0,10900.0,88000.0,mazda,7.0,2
183800.0,21810.0,62000.0,mercedes-benz,2.0,2
136800.0,13670.0,0.0,mercedes-benz,9.0,2
33800.0,26850.0,0.0,toyota,9.0,1
23200.0,9940.0,83000.0,citroen,8.0,3
112200.0,15810.0,84000.0,bmw,12.0,3
43880.0,8900.0,98000.0,toyota,15.0,1
96000.0,14910.0,39350.0,honda,4.0,0
96988.0,15520.0,0.0,bmw,4.0,3
72000.0,11200.0,206000.0,mercedes-benz,13.0,2
61300.0,11110.0,47000.0,hyundai,5.0,0
23800.0,10890.0,129000.0,mazda,8.0,2
81800.0,17020.0,70000.0,audi,6.0,3
56800.0,10510.0,83500.0,opel,5.0,2
58000.0,16390.0,73000.0,audi,8.0,3
118800.0,11870.0,88300.0,mercedes-benz,9.0,2
52000.0,12170.0,69000.0,nissan,6.0,2
236800.0,22550.0,16000.0,mercedes-benz,1.0,2
81800.0,16350.0,79000.0,mercedes-benz,9.0,2
127388.0,12730.0,116000.0,mercedes-benz,9.0,2
68800.0,13590.0,81700.0,citroen,5.0,3
186000.0,18590.0,0.0,porsche,10.0,2
175888.0,17580.0,87600.0,porsche,10.0,2
88888.0,23890.0,88000.0,mercedes-benz,7.0,2
29800.0,11370.0,140000.0,lexus,17.0,2
79088.0,17530.0,97000.0,porsche,14.0,2
29800.0,11410.0,100254.0,opel,7.0,2
55000.0,13370.0,110000.0,volvo,7.0,1
76000.0,14450.0,186400.0,bmw,14.0,3
43000.0,11630.0,134100.0,lexus,16.0,2
39288.0,11880.0,71300.0,bmw,7.0,3
76000.0,13370.0,85000.0,honda,4.0,0
63000.0,11090.0,95000.0,mercedes-benz,14.0,2
94500.0,14700.0,156000.0,audi,13.0,3
38800.0,13450.0,94000.0,honda,8.0,0
52000.0,17690.0,105100.0,toyota,8.0,1
132088.0,13200.0,158000.0,mercedes-benz,10.0,2
129800.0,18730.0,130000.0,porsche,13.0,2
35800.0,9220.0,136000.0,toyota,16.0,1
38800.0,9590.0,0.0,toyota,16.0,1
34400.0,10160.0,178000.0,honda,16.0,0
101800.0,27020.0,195600.0,mitsubishi,16.0,2
28800.0,12400.0,103288.0,volkswagen,9.0,1
32988.0,9620.0,170000.0,honda,16.0,0
102008.0,15870.0,92000.0,porsche,13.0,2
151000.0,22030.0,57750.0,toyota,4.0,1
16800.0,11060.0,131050.0,hyundai,9.0,0
63800.0,10530.0,143541.0,volvo,14.0,1
42800.0,9670.0,180000.0,honda,15.0,0
120800.0,19860.0,56500.0,audi,5.0,3
39800.0,11360.0,73000.0,subaru,7.0,1
125000.0,13260.0,91000.0,mercedes-benz,9.0,2
82800.0,16800.0,80000.0,mini,6.0,2
53900.0,11960.0,63000.0,mazda,6.0,2
16350.0,11690.0,86000.0,honda,9.0,0
56288.0,12720.0,63000.0,mazda,6.0,2
112800.0,28470.0,82000.0,toyota,7.0,1
33800.0,10760.0,0.0,mazda,7.0,2
99000.0,16460.0,130000.0,audi,13.0,3
57800.0,14160.0,100209.0,toyota,6.0,1
129888.0,12980.0,85000.0,toyota,10.0,1
30888.0,10850.0,73000.0,mazda,7.0,2
49800.0,10910.0,0.0,kia,6.0,0
211800.0,25200.0,60000.0,bmw,2.0,3
35800.0,14660.0,105000.0,mini,8.0,2
51900.0,9880.0,162000.0,bmw,14.0,3
22800.0,10270.0,138000.0,toyota,17.0,1
118800.0,21450.0,0.0,lotus,14.0,2
78988.0,22510.0,102000.0,mercedes-benz,7.0,2
96800.0,12280.0,18618.000000000007,volkswagen,2.0,1
29900.0,11170.0,104303.0,mazda,8.0,2
74800.0,9860.0,130295.0,bmw,12.0,3
77800.0,15550.0,146000.0,mercedes-benz,9.0,2
45800.0,9700.0,79863.0,citroen,6.0,3
94800.0,14460.0,72932.0,honda,4.0,0
98800.0,17170.0,72500.0,skoda,5.0,1
113800.0,26580.0,53831.0,audi,7.0,3
95800.0,25010.0,0.0,mitsubishi,16.0,2
96500.0,14810.0,69854.0,mazda,4.0,2
184000.0,21900.0,8939.0,mercedes-benz,2.0,2
45000.0,12500.0,95171.0,honda,6.0,0
92000.0,22900.0,81147.0,bmw,7.0,3
108888.0,14330.0,20596.0,nissan,2.0,2
34800.0,13550.0,147000.0,volkswagen,8.0,1
184800.0,19860.0,50000.0,mercedes-benz,1.0,2
48800.0,11660.0,159000.0,mercedes-benz,14.0,2
104000.0,16620.0,110000.0,audi,13.0,3
18800.0,11250.0,81000.0,peugeot,8.0,2
95600.0,20080.0,83000.0,jaguar,6.0,0
41800.0,16180.0,0.0,mercedes-benz,8.0,2
38800.0,10270.0,81000.0,kia,7.0,0
94800.0,14730.0,58380.0,ds,4.0,0
71800.0,14450.0,148100.0,mitsubishi,6.0,2
44800.0,15930.0,90181.0,toyota,7.0,1
46900.0,14180.0,83000.0,audi,8.0,3
27688.0,12570.0,93000.0,honda,8.0,0
78800.0,13690.0,0.0,bmw,5.0,3
23000.0,11800.0,93000.0,volvo,9.0,1
48700.0,14850.0,73600.0,mercedes-benz,7.0,2
29800.0,12610.0,87000.0,bmw,8.0,3
93800.0,17140.0,51000.0,mercedes-benz,5.0,2
48000.0,10070.0,0.0,toyota,15.0,1
60800.0,12480.0,89588.0,kia,5.0,0
78500.0,15990.0,89486.0,honda,6.0,0
102888.0,18430.0,70646.0,volvo,5.0,1
53600.0,11910.0,47000.0,honda,5.0,0
212800.0,21850.0,19000.0,mercedes-benz,1.0,2
178000.0,17790.0,91000.0,porsche,10.0,2
122000.0,19240.0,108000.0,bmw,13.0,3
91888.0,16050.0,61000.0,audi,5.0,3
44300.0,10730.0,73000.0,honda,6.0,0
66800.0,13780.0,84000.0,bmw,6.0,3
51800.0,13370.0,126475.0,jaguar,8.0,0
47800.0,10160.0,175000.0,mini,10.0,2
28788.0,13800.0,75000.0,bmw,8.0,3
35008.0,13420.0,78000.0,bmw,8.0,3
31800.0,15580.0,136000.0,mercedes-benz,8.0,2
32500.0,10100.0,152000.0,toyota,16.0,1
37800.0,9970.0,129000.0,honda,16.0,0
28800.0,16040.0,80700.0,bmw,9.0,3
37300.0,9830.0,0.0,honda,16.0,0
49800.0,15630.0,108000.0,bmw,7.0,3
26800.0,10280.0,109000.0,mitsubishi,8.0,2
107800.0,15010.0,58000.0,bmw,4.0,3
39500.0,9960.0,0.0,mitsubishi,16.0,2
39800.0,15060.0,114154.0,honda,8.0,0
19800.0,10200.0,0.0,nissan,8.0,2
76800.0,14260.0,90033.0,audi,5.0,3
40800.0,12130.0,82240.0,subaru,7.0,1
43800.0,11570.0,0.0,mitsubishi,16.0,2
47800.0,9550.0,142305.0,volkswagen,10.0,1
30800.0,8770.0,162424.0,honda,16.0,0
74880.0,11190.0,65204.0,seat,4.0,1
29500.0,13040.0,88620.0,mazda,8.0,2
63800.0,17800.0,120000.0,mercedes-benz,7.0,2
163800.0,16370.0,127000.0,toyota,9.0,1
65888.0,16960.0,110000.0,lexus,7.0,2
28800.0,14500.0,175637.0,honda,8.0,0
68000.0,16560.0,0.0,mg,5.0,2
35800.0,12810.0,103000.0,toyota,8.0,1
